"","1","2","weight"
"613","Tony Snell","Jimmy Butler",3
"614","Tony Snell","Derrick Rose",3
"615","Tony Snell","Taj Gibson",3
"616","Tony Snell","Luol Deng",1
"617","Matthew Dellavedova","D.J. Wilson",2
"618","Matthew Dellavedova","John Henson",3
"619","Matthew Dellavedova","Thon Maker",3
"620","Matthew Dellavedova","Bonzie Colson",1
"621","Matthew Dellavedova","Donte DiVincenzo",1
"622","Matthew Dellavedova","Jaylen Morris",1
"623","Matthew Dellavedova","Trevon Duval",1
"624","Matthew Dellavedova","Jabari Parker",2
"625","Matthew Dellavedova","Greg Monroe",2
"626","Matthew Dellavedova","Gary Payton II",2
"627","Matthew Dellavedova","Miles Plumlee",1
"628","Matthew Dellavedova","Michael Beasley",1
"629","Matthew Dellavedova","Kevin Love",2
"630","Matthew Dellavedova","Tristan Thompson",3
"631","Matthew Dellavedova","Kyrie Irving",3
"632","Matthew Dellavedova","Iman Shumpert",1
"633","Matthew Dellavedova","LeBron James",2
"634","Matthew Dellavedova","Joe Harris",2
"635","Matthew Dellavedova","Dion Waiters",2
"636","Matthew Dellavedova","Tyler Zeller",1
"637","Matthew Dellavedova","CJ Miles",1
"638","D.J. Wilson","John Henson",2
"639","D.J. Wilson","Thon Maker",2
"640","D.J. Wilson","Bonzie Colson",1
"641","D.J. Wilson","Donte DiVincenzo",1
"642","D.J. Wilson","Jaylen Morris",1
"643","D.J. Wilson","Trevon Duval",1
"644","D.J. Wilson","Jabari Parker",1
"645","D.J. Wilson","Greg Monroe",1
"646","D.J. Wilson","Gary Payton II",1
"647","John Henson","Thon Maker",3
"648","John Henson","Bonzie Colson",1
"649","John Henson","Donte DiVincenzo",1
"650","John Henson","Jaylen Morris",1
"651","John Henson","Trevon Duval",1
"652","John Henson","Jabari Parker",4
"653","John Henson","Greg Monroe",3
"654","John Henson","Gary Payton II",2
"655","John Henson","Miles Plumlee",2
"656","John Henson","Michael Beasley",1
"657","John Henson","Michael Carter-Williams",1
"658","John Henson","Jerryd Bayless",2
"659","John Henson","Jared Dudley",1
"660","John Henson","Zaza Pachulia",2
"661","John Henson","Brandon Knight",2
"662","John Henson","DJ Stephens",1
"663","John Henson","Ekpe Udoh",2
"664","John Henson","Tobias Harris",1
"665","John Henson","Luc Mbah a Moute",1
"666","Thon Maker","Bonzie Colson",1
"667","Thon Maker","Donte DiVincenzo",1
"668","Thon Maker","Jaylen Morris",1
"669","Thon Maker","Trevon Duval",1
"670","Thon Maker","Jabari Parker",2
"671","Thon Maker","Greg Monroe",2
"672","Thon Maker","Gary Payton II",2
"673","Thon Maker","Miles Plumlee",1
"674","Thon Maker","Michael Beasley",1
"675","Bonzie Colson","Donte DiVincenzo",1
"676","Bonzie Colson","Jaylen Morris",1
"677","Bonzie Colson","Trevon Duval",1
"678","Donte DiVincenzo","Jaylen Morris",1
"679","Donte DiVincenzo","Trevon Duval",1
"680","Jaylen Morris","Trevon Duval",1
"681","Jaylen Morris","John Collins",1
"682","Jaylen Morris","Taurean Prince",1
"683","Jaylen Morris","Kent Bazemore",1
"684","Jaylen Morris","Dewayne Dedmon",1
"685","Jaylen Morris","DeAndre' Bembry",1
"686","Jaylen Morris","Tyler Dorsey",1
"687","Jaylen Morris","Miles Plumlee",1
"688","Jaylen Morris","Tyler Cavanaugh",1
"689","Jaylen Morris","Mike Muscala",1
"690","Jaylen Morris","Marco Belinelli",1
"691","Jaylen Morris","Dennis Schroder",1
"692","Jaylen Morris","Damion Lee",1
"693","Zach LaVine","JaKarr Sampson",1
"694","Zach LaVine","Lauri Markkanen",2
"695","Zach LaVine","Jabari Parker",1
"696","Zach LaVine","Walter Lemon Jr.",1
"697","Zach LaVine","Bobby Portis",2
"698","Zach LaVine","Kris Dunn",3
"699","Zach LaVine","Justin Holiday",2
"700","Zach LaVine","Wendell Carter Jr.",1
"701","Zach LaVine","Robin Lopez",2
"702","Zach LaVine","Antonio Blakeney",2
"703","Zach LaVine","Ryan Arcidiacono",2
"704","Zach LaVine","Shaquille Harrison",1
"705","Zach LaVine","Cameron Payne",2
"706","Zach LaVine","Chandler Hutchison",1
"707","Zach LaVine","Brandon Sampson",1
"708","Zach LaVine","Cristiano Felicio",2
"709","Zach LaVine","Rawle Alkins",1
"710","Zach LaVine","Tyler Ulis",1
"711","Zach LaVine","David Nwaba",1
"712","Zach LaVine","Jerian Grant",1
"713","Zach LaVine","Nikola Mirotic",1
"714","Zach LaVine","Quincy Pondexter",1
"715","Zach LaVine","Ricky Rubio",3
"716","Zach LaVine","Nemanja Bjelica",2
"717","Zach LaVine","Karl-Anthony Towns",2
"718","Zach LaVine","Andrew Wiggins",3
"719","Zach LaVine","Tyus Jones",2
"720","Zach LaVine","Gorgui Dieng",3
"721","Zach LaVine","Thaddeus Young",1
"722","Zach LaVine","Lorenzo Brown",1
"723","Zach LaVine","Corey Brewer",1
"724","JaKarr Sampson","Lauri Markkanen",1
"725","JaKarr Sampson","Jabari Parker",1
"726","JaKarr Sampson","Walter Lemon Jr.",1
"727","JaKarr Sampson","Bobby Portis",1
"728","JaKarr Sampson","Kris Dunn",1
"729","JaKarr Sampson","Justin Holiday",1
"730","JaKarr Sampson","Wendell Carter Jr.",1
"731","JaKarr Sampson","Robin Lopez",1
"732","JaKarr Sampson","Antonio Blakeney",1
"733","JaKarr Sampson","Ryan Arcidiacono",1
"734","JaKarr Sampson","Shaquille Harrison",1
"735","JaKarr Sampson","Cameron Payne",1
"736","JaKarr Sampson","Chandler Hutchison",1
"737","JaKarr Sampson","Brandon Sampson",1
"738","JaKarr Sampson","Cristiano Felicio",1
"739","JaKarr Sampson","Rawle Alkins",1
"740","JaKarr Sampson","Tyler Ulis",1
"741","JaKarr Sampson","George Hill",1
"742","JaKarr Sampson","Garrett Temple",1
"743","JaKarr Sampson","Vince Carter",1
"744","JaKarr Sampson","Buddy Hield",1
"745","JaKarr Sampson","De'Aaron Fox",1
"746","JaKarr Sampson","Bogdan Bogdanovic",1
"747","JaKarr Sampson","Willie Cauley-Stein",1
"748","JaKarr Sampson","Justin Jackson",1
"749","JaKarr Sampson","Frank Mason",1
"750","JaKarr Sampson","Kosta Koufos",1
"751","JaKarr Sampson","Skal Labissiere",1
"752","JaKarr Sampson","Malachi Richardson",1
"753","JaKarr Sampson","Jahlil Okafor",1
"754","JaKarr Sampson","Robert Covington",2
"755","JaKarr Sampson","Richaun Holmes",1
"756","JaKarr Sampson","Isaiah Canaan",1
"757","JaKarr Sampson","Jerami Grant",2
"758","JaKarr Sampson","Nerlens Noel",2
"759","JaKarr Sampson","Luc Mbah a Moute",1
"760","JaKarr Sampson","Tim Frazier",1
"761","JaKarr Sampson","Michael Carter-Williams",1
"762","Lauri Markkanen","Jabari Parker",1
"763","Lauri Markkanen","Walter Lemon Jr.",1
"764","Lauri Markkanen","Bobby Portis",2
"765","Lauri Markkanen","Kris Dunn",2
"766","Lauri Markkanen","Justin Holiday",2
"767","Lauri Markkanen","Wendell Carter Jr.",1
"768","Lauri Markkanen","Robin Lopez",2
"769","Lauri Markkanen","Antonio Blakeney",2
"770","Lauri Markkanen","Ryan Arcidiacono",2
"771","Lauri Markkanen","Shaquille Harrison",1
"772","Lauri Markkanen","Cameron Payne",2
"773","Lauri Markkanen","Chandler Hutchison",1
"774","Lauri Markkanen","Brandon Sampson",1
"775","Lauri Markkanen","Cristiano Felicio",2
"776","Lauri Markkanen","Rawle Alkins",1
"777","Lauri Markkanen","Tyler Ulis",1
"778","Lauri Markkanen","David Nwaba",1
"779","Lauri Markkanen","Jerian Grant",1
"780","Lauri Markkanen","Nikola Mirotic",1
"781","Lauri Markkanen","Quincy Pondexter",1
"782","Jabari Parker","Walter Lemon Jr.",1
"783","Jabari Parker","Bobby Portis",1
"784","Jabari Parker","Kris Dunn",1
"785","Jabari Parker","Justin Holiday",1
"786","Jabari Parker","Wendell Carter Jr.",1
"787","Jabari Parker","Robin Lopez",1
"788","Jabari Parker","Antonio Blakeney",1
"789","Jabari Parker","Ryan Arcidiacono",1
"790","Jabari Parker","Shaquille Harrison",1
"791","Jabari Parker","Cameron Payne",1
"792","Jabari Parker","Chandler Hutchison",1
"793","Jabari Parker","Brandon Sampson",1
"794","Jabari Parker","Cristiano Felicio",1
"795","Jabari Parker","Rawle Alkins",1
"796","Jabari Parker","Tyler Ulis",1
"797","Jabari Parker","Greg Monroe",3
"798","Jabari Parker","Gary Payton II",2
"799","Jabari Parker","Miles Plumlee",2
"800","Jabari Parker","Michael Beasley",1
"801","Jabari Parker","Michael Carter-Williams",1
"802","Jabari Parker","Jerryd Bayless",2
"803","Jabari Parker","Jared Dudley",1
"804","Jabari Parker","Zaza Pachulia",1
"805","Jabari Parker","Brandon Knight",1
"806","Walter Lemon Jr.","Bobby Portis",1
"807","Walter Lemon Jr.","Kris Dunn",1
"808","Walter Lemon Jr.","Justin Holiday",1
"809","Walter Lemon Jr.","Wendell Carter Jr.",1
"810","Walter Lemon Jr.","Robin Lopez",1
"811","Walter Lemon Jr.","Antonio Blakeney",1
"812","Walter Lemon Jr.","Ryan Arcidiacono",1
"813","Walter Lemon Jr.","Shaquille Harrison",1
"814","Walter Lemon Jr.","Cameron Payne",1
"815","Walter Lemon Jr.","Chandler Hutchison",1
"816","Walter Lemon Jr.","Brandon Sampson",1
"817","Walter Lemon Jr.","Cristiano Felicio",1
"818","Walter Lemon Jr.","Rawle Alkins",1
"819","Walter Lemon Jr.","Tyler Ulis",1
"820","Walter Lemon Jr.","Jalen Jones",1
"821","Walter Lemon Jr.","Rajon Rondo",1
"822","Walter Lemon Jr.","Anthony Davis",1
"823","Walter Lemon Jr.","Jrue Holiday",1
"824","Walter Lemon Jr.","E'Twaun Moore",1
"825","Walter Lemon Jr.","Darius Miller",1
"826","Walter Lemon Jr.","Ian Clark",1
"827","Walter Lemon Jr.","Cheick Diallo",1
"828","Walter Lemon Jr.","Solomon Hill",1
"829","Walter Lemon Jr.","Dante Cunningham",1
"830","Walter Lemon Jr.","DeMarcus Cousins",1
"831","Bobby Portis","Kris Dunn",2
"832","Bobby Portis","Justin Holiday",2
"833","Bobby Portis","Wendell Carter Jr.",1
"834","Bobby Portis","Robin Lopez",3
"835","Bobby Portis","Antonio Blakeney",2
"836","Bobby Portis","Ryan Arcidiacono",2
"837","Bobby Portis","Shaquille Harrison",1
"838","Bobby Portis","Cameron Payne",2
"839","Bobby Portis","Chandler Hutchison",1
"840","Bobby Portis","Brandon Sampson",1
"841","Bobby Portis","Cristiano Felicio",4
"842","Bobby Portis","Rawle Alkins",1
"843","Bobby Portis","Tyler Ulis",1
"844","Bobby Portis","David Nwaba",1
"845","Bobby Portis","Jerian Grant",2
"846","Bobby Portis","Nikola Mirotic",3
"847","Bobby Portis","Quincy Pondexter",1
"848","Bobby Portis","RJ Hunter",1
"849","Bobby Portis","Dwyane Wade",1
"850","Bobby Portis","Rajon Rondo",1
"851","Bobby Portis","Doug McDermott",2
"852","Bobby Portis","Michael Carter-Williams",1
"853","Bobby Portis","Isaiah Canaan",1
"854","Bobby Portis","Jimmy Butler",2
"855","Bobby Portis","Taj Gibson",2
"856","Bobby Portis","Joakim Noah",1
"857","Bobby Portis","E'Twaun Moore",1
"858","Bobby Portis","Pau Gasol",1
"859","Bobby Portis","Derrick Rose",1
"860","Kris Dunn","Justin Holiday",2
"861","Kris Dunn","Wendell Carter Jr.",1
"862","Kris Dunn","Robin Lopez",2
"863","Kris Dunn","Antonio Blakeney",2
"864","Kris Dunn","Ryan Arcidiacono",2
"865","Kris Dunn","Shaquille Harrison",1
"866","Kris Dunn","Cameron Payne",2
"867","Kris Dunn","Chandler Hutchison",1
"868","Kris Dunn","Brandon Sampson",1
"869","Kris Dunn","Cristiano Felicio",2
"870","Kris Dunn","Rawle Alkins",1
"871","Kris Dunn","Tyler Ulis",1
"872","Kris Dunn","David Nwaba",1
"873","Kris Dunn","Jerian Grant",1
"874","Kris Dunn","Nikola Mirotic",1
"875","Kris Dunn","Quincy Pondexter",1
"876","Kris Dunn","Ricky Rubio",1
"877","Kris Dunn","Nemanja Bjelica",1
"878","Kris Dunn","Karl-Anthony Towns",1
"879","Kris Dunn","Andrew Wiggins",1
"880","Kris Dunn","Tyus Jones",1
"881","Kris Dunn","Gorgui Dieng",1
"882","Justin Holiday","Wendell Carter Jr.",1
"883","Justin Holiday","Robin Lopez",2
"884","Justin Holiday","Antonio Blakeney",2
"885","Justin Holiday","Ryan Arcidiacono",2
"886","Justin Holiday","Shaquille Harrison",1
"887","Justin Holiday","Cameron Payne",2
"888","Justin Holiday","Chandler Hutchison",1
"889","Justin Holiday","Brandon Sampson",1
"890","Justin Holiday","Cristiano Felicio",2
"891","Justin Holiday","Rawle Alkins",1
"892","Justin Holiday","Tyler Ulis",1
"893","Justin Holiday","David Nwaba",1
"894","Justin Holiday","Jerian Grant",1
"895","Justin Holiday","Nikola Mirotic",1
"896","Justin Holiday","Quincy Pondexter",1
"897","Justin Holiday","Joakim Noah",1
"898","Justin Holiday","Willy Hernangomez",1
"899","Justin Holiday","Lance Thomas",1
"900","Justin Holiday","Courtney Lee",1
"901","Justin Holiday","Ron Baker",1
"902","Justin Holiday","Kyle O'Quinn",1
"903","Justin Holiday","Carmelo Anthony",1
"904","Justin Holiday","Derrick Rose",1
"905","Justin Holiday","Kyle Korver",1
"906","Justin Holiday","Al Horford",1
"907","Justin Holiday","Mike Scott",1
"908","Justin Holiday","Shelvin Mack",1
"909","Justin Holiday","Kent Bazemore",1
"910","Justin Holiday","Thabo Sefolosha",1
"911","Justin Holiday","Tim Hardaway Jr.",1
"912","Justin Holiday","Paul Millsap",1
"913","Justin Holiday","Mike Muscala",1
"914","Justin Holiday","Dennis Schroder",1
"915","Justin Holiday","Jeff Teague",1
"916","Justin Holiday","Harrison Barnes",1
"917","Justin Holiday","Stephen Curry",1
"918","Justin Holiday","Klay Thompson",1
"919","Justin Holiday","Draymond Green",1
"920","Justin Holiday","Andre Iguodala",1
"921","Justin Holiday","Shaun Livingston",1
"922","Justin Holiday","Andrew Bogut",1
"923","Justin Holiday","Nick Young",1
"924","Justin Holiday","Thaddeus Young",1
"925","Justin Holiday","Jrue Holiday",1
"926","Wendell Carter Jr.","Robin Lopez",1
"927","Wendell Carter Jr.","Antonio Blakeney",1
"928","Wendell Carter Jr.","Ryan Arcidiacono",1
"929","Wendell Carter Jr.","Shaquille Harrison",1
"930","Wendell Carter Jr.","Cameron Payne",1
"931","Wendell Carter Jr.","Chandler Hutchison",1
"932","Wendell Carter Jr.","Brandon Sampson",1
"933","Wendell Carter Jr.","Cristiano Felicio",1
"934","Wendell Carter Jr.","Rawle Alkins",1
"935","Wendell Carter Jr.","Tyler Ulis",1
"936","Robin Lopez","Antonio Blakeney",2
"937","Robin Lopez","Ryan Arcidiacono",2
"938","Robin Lopez","Shaquille Harrison",1
"939","Robin Lopez","Cameron Payne",2
"940","Robin Lopez","Chandler Hutchison",1
"941","Robin Lopez","Brandon Sampson",1
"942","Robin Lopez","Cristiano Felicio",3
"943","Robin Lopez","Rawle Alkins",1
"944","Robin Lopez","Tyler Ulis",1
"945","Robin Lopez","David Nwaba",1
"946","Robin Lopez","Jerian Grant",3
"947","Robin Lopez","Nikola Mirotic",2
"948","Robin Lopez","Quincy Pondexter",1
"949","Robin Lopez","RJ Hunter",1
"950","Robin Lopez","Dwyane Wade",1
"951","Robin Lopez","Rajon Rondo",1
"952","Robin Lopez","Doug McDermott",1
"953","Robin Lopez","Michael Carter-Williams",1
"954","Robin Lopez","Isaiah Canaan",1
"955","Robin Lopez","Jimmy Butler",1
"956","Robin Lopez","Taj Gibson",1
"957","Robin Lopez","Lance Thomas",2
"958","Robin Lopez","Kyle O'Quinn",1
"959","Robin Lopez","Langston Galloway",1
"960","Robin Lopez","Jose Calderon",1
"961","Robin Lopez","Carmelo Anthony",1
"962","Robin Lopez","Nicolas Batum",2
"963","Robin Lopez","Wesley Matthews",2
"964","Robin Lopez","Allen Crabbe",2
"965","Robin Lopez","Will Barton",2
"966","Robin Lopez","LaMarcus Aldridge",2
"967","Robin Lopez","Anthony Davis",1
"968","Robin Lopez","Darius Miller",1
"969","Robin Lopez","Eric Gordon",1
"970","Robin Lopez","Ryan Anderson",1
"971","Robin Lopez","Austin Rivers",1
"972","Robin Lopez","Jason Smith",1
"973","Robin Lopez","Channing Frye",3
"974","Robin Lopez","Marcin Gortat",1
"975","Robin Lopez","Jared Dudley",3
"976","Robin Lopez","Markieff Morris",1
"977","Robin Lopez","Goran Dragic",3
"978","Antonio Blakeney","Ryan Arcidiacono",2
"979","Antonio Blakeney","Shaquille Harrison",1
"980","Antonio Blakeney","Cameron Payne",2
"981","Antonio Blakeney","Chandler Hutchison",1
"982","Antonio Blakeney","Brandon Sampson",1
"983","Antonio Blakeney","Cristiano Felicio",2
"984","Antonio Blakeney","Rawle Alkins",1
"985","Antonio Blakeney","Tyler Ulis",1
"986","Antonio Blakeney","David Nwaba",1
"987","Antonio Blakeney","Jerian Grant",1
"988","Antonio Blakeney","Nikola Mirotic",1
"989","Antonio Blakeney","Quincy Pondexter",1
"990","Ryan Arcidiacono","Shaquille Harrison",1
"991","Ryan Arcidiacono","Cameron Payne",2
"992","Ryan Arcidiacono","Chandler Hutchison",1
"993","Ryan Arcidiacono","Brandon Sampson",1
"994","Ryan Arcidiacono","Cristiano Felicio",2
"995","Ryan Arcidiacono","Rawle Alkins",1
"996","Ryan Arcidiacono","Tyler Ulis",1
"997","Ryan Arcidiacono","David Nwaba",1
"998","Ryan Arcidiacono","Jerian Grant",1
"999","Ryan Arcidiacono","Nikola Mirotic",1
"1000","Ryan Arcidiacono","Quincy Pondexter",1
"1001","Shaquille Harrison","Cameron Payne",1
"1002","Shaquille Harrison","Chandler Hutchison",1
"1003","Shaquille Harrison","Brandon Sampson",1
"1004","Shaquille Harrison","Cristiano Felicio",1
"1005","Shaquille Harrison","Rawle Alkins",1
"1006","Shaquille Harrison","Tyler Ulis",2
"1007","Shaquille Harrison","Alex Len",1
"1008","Shaquille Harrison","Derrick Jones Jr.",1
"1009","Shaquille Harrison","Jared Dudley",1
"1010","Shaquille Harrison","Alan Williams",1
"1011","Shaquille Harrison","Davon Reed",1
"1012","Shaquille Harrison","Marquese Chriss",1
"1013","Shaquille Harrison","Devin Booker",1
"1014","Shaquille Harrison","Josh Jackson",1
"1015","Shaquille Harrison","Troy Daniels",1
"1016","Shaquille Harrison","Dragan Bender",1
"1017","Shaquille Harrison","Tyson Chandler",1
"1018","Cameron Payne","Chandler Hutchison",1
"1019","Cameron Payne","Brandon Sampson",1
"1020","Cameron Payne","Cristiano Felicio",2
"1021","Cameron Payne","Rawle Alkins",1
"1022","Cameron Payne","Tyler Ulis",1
"1023","Cameron Payne","David Nwaba",1
"1024","Cameron Payne","Jerian Grant",1
"1025","Cameron Payne","Nikola Mirotic",1
"1026","Cameron Payne","Quincy Pondexter",1
"1027","Cameron Payne","Enes Kanter",2
"1028","Cameron Payne","Victor Oladipo",1
"1029","Cameron Payne","Domantas Sabonis",1
"1030","Cameron Payne","Russell Westbrook",2
"1031","Cameron Payne","Steven Adams",2
"1032","Cameron Payne","Alex Abrines",1
"1033","Cameron Payne","Dion Waiters",1
"1034","Cameron Payne","D.J. Augustin",1
"1035","Cameron Payne","Serge Ibaka",1
"1036","Cameron Payne","Kevin Durant",1
"1037","Chandler Hutchison","Brandon Sampson",1
"1038","Chandler Hutchison","Cristiano Felicio",1
"1039","Chandler Hutchison","Rawle Alkins",1
"1040","Chandler Hutchison","Tyler Ulis",1
"1041","Brandon Sampson","Cristiano Felicio",1
"1042","Brandon Sampson","Rawle Alkins",1
"1043","Brandon Sampson","Tyler Ulis",1
"1044","Cristiano Felicio","Rawle Alkins",1
"1045","Cristiano Felicio","Tyler Ulis",1
"1046","Cristiano Felicio","David Nwaba",1
"1047","Cristiano Felicio","Jerian Grant",2
"1048","Cristiano Felicio","Nikola Mirotic",3
"1049","Cristiano Felicio","Quincy Pondexter",1
"1050","Cristiano Felicio","RJ Hunter",1
"1051","Cristiano Felicio","Dwyane Wade",1
"1052","Cristiano Felicio","Rajon Rondo",1
"1053","Cristiano Felicio","Doug McDermott",2
"1054","Cristiano Felicio","Michael Carter-Williams",1
"1055","Cristiano Felicio","Isaiah Canaan",1
"1056","Cristiano Felicio","Jimmy Butler",2
"1057","Cristiano Felicio","Taj Gibson",2
"1058","Cristiano Felicio","Joakim Noah",1
"1059","Cristiano Felicio","E'Twaun Moore",1
"1060","Cristiano Felicio","Pau Gasol",1
"1061","Cristiano Felicio","Derrick Rose",1
"1062","Rawle Alkins","Tyler Ulis",1
"1063","Tyler Ulis","Alex Len",2
"1064","Tyler Ulis","Derrick Jones Jr.",1
"1065","Tyler Ulis","Jared Dudley",2
"1066","Tyler Ulis","Alan Williams",2
"1067","Tyler Ulis","Davon Reed",1
"1068","Tyler Ulis","Marquese Chriss",2
"1069","Tyler Ulis","Devin Booker",2
"1070","Tyler Ulis","Josh Jackson",1
"1071","Tyler Ulis","Troy Daniels",1
"1072","Tyler Ulis","Dragan Bender",2
"1073","Tyler Ulis","Tyson Chandler",2
"1074","Tyler Ulis","PJ Tucker",1
"1075","Tyler Ulis","Brandon Knight",1
"1076","Tyler Ulis","John Jenkins",1
"1077","Kevin Love","Jordan Clarkson",1
"1078","Kevin Love","Collin Sexton",1
"1079","Kevin Love","Cedi Osman",2
"1080","Kevin Love","Rodney Hood",1
"1081","Kevin Love","Tristan Thompson",5
"1082","Kevin Love","Larry Nance Jr.",1
"1083","Kevin Love","Kyle Korver",2
"1084","Kevin Love","Ante Zizic",2
"1085","Kevin Love","George Hill",1
"1086","Kevin Love","JR Smith",2
"1087","Kevin Love","David Nwaba",1
"1088","Kevin Love","Sam Dekker",1
"1089","Kevin Love","Jalen Jones",1
"1090","Kevin Love","Jaron Blossomgame",1
"1091","Kevin Love","Channing Frye",3
"1092","Kevin Love","Patrick McCaw",1
"1093","Kevin Love","Deng Adel",1
"1094","Kevin Love","John Holland",2
"1095","Kevin Love","Kobi Simmons",1
"1096","Kevin Love","Dwyane Wade",1
"1097","Kevin Love","Jae Crowder",1
"1098","Kevin Love","Iman Shumpert",3
"1099","Kevin Love","LeBron James",4
"1100","Kevin Love","Isaiah Thomas",1
"1101","Kevin Love","Jose Calderon",1
"1102","Kevin Love","Derrick Rose",1
"1103","Kevin Love","Jeff Green",1
"1104","Kevin Love","Kyrie Irving",3
"1105","Kevin Love","Jordan McRae",1
"1106","Kevin Love","Joe Harris",2
"1107","Kevin Love","Dion Waiters",1
"1108","Kevin Love","Luc Mbah a Moute",1
"1109","Kevin Love","Ricky Rubio",3
"1110","Kevin Love","Corey Brewer",4
"1111","Kevin Love","Dante Cunningham",2
"1112","Kevin Love","Gorgui Dieng",1
"1113","Kevin Love","Wayne Ellington",3
"1114","Kevin Love","Michael Beasley",2
